Unique_link_identifier,Tip_label,Taxonomy,Metabolic_category,Feeding_type_-_consumer,Environment,Feeding_Mode,Trophic_Level,d15N,Mean_mass_(g),Mobility,Trophic_Uniqueness,Trophic_Flexibility,
1,Actinocyclus_actinochilus,Actinocyclus_actinochilus,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,4.06E-11,1,,,TRUE
2,Actinocyclus_spiritus,Actinocyclus_spiritus,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,1.64E-11,1,,,TRUE
3,Adenocystis_utricularis,Adenocystis_utricularis,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,4.01E-12,1,,,TRUE
4,Azpeitia_tabularis,Azpeitia_tabularis,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,1.14E-11,1,,,TRUE
5,Banquisia_belgicae,Banquisia_belgicae,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,4.01E-12,1,,,TRUE
6,Chaetoceros_bulbosum,Chaetoceros_bulbosum,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,6.04E-13,1,,,TRUE
7,Chaetoceros_concavicornis,Chaetoceros_concavicornis,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,4.01E-12,1,,,TRUE
8,,Chaetoceros_criophilum,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,4.01E-12,1,,,Error
9,,Chaetoceros_dichaeta,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,6.04E-13,1,,,Error
10,Chaetoceros_flexuosum,Chaetoceros_flexuosum,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,1.67E-12,1,,,TRUE
11,,Chaetoceros_neglectum,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,9.11E-14,1,,,Error
12,Chaetoceros_pelagicus,Chaetoceros_pelagicus,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,6.04E-13,1,,,TRUE
13,Chaetoceros_socialis,Chaetoceros_socialis,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,1.71E-13,1,,,TRUE
14,Corethron_criophilum,Corethron_criophilum,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,4.01E-12,1,,,TRUE
15,,Coscinodiscus_oculoides,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,1.59E-09,1,,,Error
16,,Cylindrotheca_closterium,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,4.89E-11,1,,,Error
17,,Eucampica_antarctica,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,7.29E-12,1,,,Error
18,Fragilariopsis_curta,Fragilariopsis_curta,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,9.11E-14,1,,,TRUE
19,Fragilariopsis_cylindrus,Fragilariopsis_cylindrus,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,1.53E-14,1,,,TRUE
20,Fragilariopsis_kerguelensis,Fragilariopsis_kerguelensis,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,3.29E-13,1,,,TRUE
21,Fragilariopsis_linearis,Fragilariopsis_linearis,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,4.53E-13,1,,,TRUE
22,Fragilariopsis_pseudonana,Fragilariopsis_nana,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,4.53E-13,1,,,FALSE
23,Fragilariopsis_obliquecostata,Fragilariopsis_obliquecostata,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,4.53E-13,1,,,TRUE
24,Fragilariopsis_pseudonana,Fragilariopsis_pseudonana,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,9.11E-14,1,,,TRUE
25,Fragilariopsis_rhombica,Fragilariopsis_rhombica,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,4.53E-13,1,,,TRUE
26,Fragilariopsis_ritscheri,Fragilariopsis_ritscheri,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,4.53E-13,1,,,TRUE
27,Fragilariopsis_separanda,Fragilariopsis_separanda,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,6.04E-13,1,,,TRUE
28,Fragilariopsis_sublinearis,Fragilariopsis_sublinearis,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,1.5E-13,1,,,TRUE
29,Fragilariopsis_vanheurckii,Fragilariopsis_vanheurckii,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,9.11E-14,1,,,TRUE
30,Manguinea_fusiformis,Manguinea_fusiformis,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,1.97E-10,1,,,TRUE
31,Manguinea_rigida,Manguinea_rigida,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,9.1E-12,1,,,TRUE
32,Navicula_glaciei,Navicula_glaciei,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,2.26E-14,1,,,TRUE
33,Navicula_schefterae,Navicula_schefterae,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,2.26E-14,1,,,TRUE
34,,Nitzschia_kerguelensis,Plant,Primary_producer,pelagic,Primary_producer,1,-3.44,5.73E-12,1,,,Error
35,Nitzschia_lecointei,Nitzschia_lecointei,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,4.63E-11,1,,,TRUE
36,,Nitzschia_neglecta,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,9.11E-14,1,,,Error
37,,Odontella_weissfloggii,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,5.73E-12,1,,,Error
38,Porosira_glacialis,Porosira_glacialis,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,2.94E-11,1,,,TRUE
39,Porosira_pseudodenticulata,Porosira_pseudodenticulata,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,9.81E-11,1,,,TRUE
40,Proboscia_alata,Proboscia_alata,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,1.51E-12,1,,,TRUE
41,,Proboscia_inermi,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,9.94E-13,1,,,Error
42,Proboscia_truncata,Proboscia_truncata,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,1.21E-11,1,,,TRUE
43,,Pseudo-Nitzschia_heimii,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,1.77E-10,1,,,Error
44,,Pseudo-Nitzschia_liniola,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,8.13E-10,1,,,Error
45,,Pseudo-Nitzschia_prolongatoides,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,3.74E-12,1,,,Error
46,,Pseudo-Nitzschia_subcurvata,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,2.22E-10,1,,,Error
47,Rhizosolenia_antennata,Rhizosolenia_antennata,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,7.78E-12,1,,,TRUE
48,,Stellarima_microtrias,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,1.01E-10,1,,,Error
49,Thalassiosira_antarctica,Thalassiosira_antarctica,Plant,Primary_producer,pelagic,Primary_producer,1,-6.34,1.14E-11,1,,,TRUE
50,Thalassiosira_australis,Thalassiosira_australis,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,2.57E-12,1,,,TRUE
51,Thalassiosira_frenguelliopsis,Thalassiosira_frenguelliopsis,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,3.54E-12,1,,,TRUE
52,Thalassiosira_gracilis,Thalassiosira_gracilis,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,2.57E-12,1,,,TRUE
53,Thalassiosira_gracilis_expecta,Thalassiosira_gracilis_expecta,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,1.92E-11,1,,,TRUE
54,Thalassiosira_gravida,Thalassiosira_gravida,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,5.2E-12,1,,,TRUE
55,Thalassiosira_lentiginosa,Thalassiosira_lentiginosa,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,6.35E-11,1,,,TRUE
56,Thalassiosira_ritscheri,Thalassiosira_ritscheri,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,6.44E-11,1,,,TRUE
57,Thalassiosira_trifulta,Thalassiosira_trifulta,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,5.87E-12,1,,,TRUE
58,Thalassiosira_tumida,Thalassiosira_tumida,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,6.54E-11,1,,,TRUE
59,Trichotoxon_reinboldii,Trichotoxon_reinboldii,Plant,Primary_producer,pelagic,Primary_producer,1,-0.23,2.71E-13,1,,,TRUE
60,Dictyocha_speculum,Dictyocha_speculum,Plant,Primary_producer,pelagic,Primary_producer,1,2.72,6.98E-12,1,,,TRUE
61,Phaeocystis_antarctica,Phaeocystis_antarctica,Plant,Primary_producer,pelagic,Primary_producer,1,2.72,1.24E-13,1,,,TRUE
62,,Silicioflagellate,Plant,Primary_producer,pelagic,Primary_producer,1,2.72,3.44E-14,1,,,Error
63,Bodo_saltans,Bodo_saltans,Plant,Primary_producer,pelagic,Primary_producer,1,2.72,2.28E-13,1,,,TRUE
64,Amphidinium_hadai,Amphidinium_hadai,Invertebrate,omnivorous,pelagic,predator,2,2.715,4E-12,4,0.33,0.0126,TRUE
65,,Gyrodinium_lachryama,Invertebrate,omnivorous,pelagic,predator,2,2.715,1.2E-10,4,0.33,0.0126,Error
66,,Parvicorbucula_socialis,Invertebrate,herbivorous/detrivorous,pelagic,suspension-feeder,2.5,2.715,3.3E-13,4,0.33,0.0126,Error
67,,Cassidulinoides_parkerianus,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,-,1.2E-09,1,0.052,0.0627,Error
68,,Cibicides_refulgens,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,-,1.2E-09,1,0.052,0.0627,Error
69,,Globocassidulina_crassa,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,-,1.2E-09,1,0.052,0.0627,Error
70,,Lenticulina_antarctica,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,-,1.2E-09,1,0.052,0.0627,Error
71,,Neogloboquadriana_pachyderma,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,-,1.2E-09,1,0.052,0.0627,Error
72,Euphausia_crystallorophias,Euphausia_crystallorophias,Invertebrate,omnivorous,pelagic,pelagic_predator,2.06,2.78,1.2,4,0.045,0.3919,TRUE
73,Euphausia_frigida,Euphausia_frigida,Invertebrate,omnivorous,pelagic,pelagic_predator,2.28,3.285,0.17,4,0.08,0.6379,TRUE
74,Thysanoessa_macrura,Thysanoessa_macrura,Invertebrate,omnivorous,pelagic,pelagic_predator,2.43,5.42,0.15,4,0.109,0.6672,TRUE
75,Euphausia_superba,Euphausia_superba,Invertebrate,omnivorous,pelagic,pelagic_predator,2.28,3.499,5.5,4,0.08,0.6379,TRUE
76,Ampelisca_richardsoni,Ampelisca_richardsoni,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2,6.36,0.81,3,0.053,0.0482,TRUE
77,,Abyssorchomene_rossi,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.46,9.65,1.9,3,0.193,0.6104,Error
78,,Abyssorchomene_plebs,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.08,9.5,0.47,3,0.056,0.6547,Error
79,Abyssorchomene_nodimanus,Abyssorchomene_nodimanus,Invertebrate,omnivorous,benthopelagic,predator/scavenger,3.97,8.647,0.24,3,0.155,0.4901,TRUE
80,Eusirus_antarcticus,Eusirus_antarcticus,Invertebrate,omnivorous,benthopelagic,predator/scavenger,3.1,8.647,0.14,3,0.104,0.5056,TRUE
81,Eusirus_perdentatus,Eusirus_perdentatus,Invertebrate,omnivorous,benthopelagic,predator/scavenger,3.67,9.09,19,3,0.104,0.5056,TRUE
82,Alexandrella_mixta,Alexandrella_mixta,Invertebrate,omnivorous,benthopelagic,predator/scavenger,3.84,8.647,1.3,3,0.13,0.1197,TRUE
83,,Tryphosella_murrayi,Invertebrate,omnivorous,benthopelagic,predator/scavenger,3.89,9.23,1.3,3,0.137,0.4002,Error
84,,Waldeckia_obesa,Invertebrate,omnivorous,benthopelagic,predator/scavenger,3.37,10.5,1.3,3,0.125,0.4888,Error
85,,Parschisturella_ceruviata,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2,12.1,0.32,3,0.008,0.0568,Error
86,Paramoera_walkeri,Paramoera_walkeri,Invertebrate,omnivorous,benthopelagic,predator/scavenger,3.84,8.647,0.73,3,0.13,0.1197,TRUE
87,,Epimeriella_walkeri,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.84,8.647,0.73,3,0.182,0.6314,Error
88,,Cyllopus_lucasii,Invertebrate,omnivorous,pelagic,predator,2.4,5.58,0.32,4,0.12,0.6431,Error
89,,Hyperiella_dilatata,Invertebrate,omnivorous,pelagic,predator,2.13,4.63,0.0057,4,0.069,0.6387,Error
90,,Vibilia_antarctica,Invertebrate,omnivorous,pelagic,predator,3.68,0.44,0.00011,4,0.084,0.246,Error
91,,Vibilia_stebbingi,Invertebrate,omnivorous,pelagic,predator,3.68,0.44,0.00011,4,0.084,0.246,Error
92,,Hyperia_macrocephala,Invertebrate,omnivorous,pelagic,predator,4.69,4.63,0.42,4,0.126,0.2786,Error
93,,Epimeria_similis,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.5,8.1,3.7,3,0.197,0.4681,Error
94,,Epimeria_robusta,Invertebrate,omnivorous,benthopelagic,predator/scavenger,3.57,8.647,1.9,3,0.223,0.6116,Error
95,,Epimeria_macrodonta,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.69,8.647,1.3,3,0.183,0.5613,Error
96,,Epimeria_rubrieques,Invertebrate,omnivorous,benthopelagic,predator/scavenger,3.57,8.647,10,3,0.261,0.6089,Error
97,,Epimeria_georgiana,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.56,7.9,1.9,3,0.149,0.6707,Error
98,,Melphidippa_antarctica,Invertebrate,omnivorous,benthopelagic,predator/scavenger,3.06,8.647,0.47,3,0.167,0.5957,Error
99,,Oediceroides_emarginatus,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.69,8.647,6.4,3,0.217,0.6465,Error
100,,Oediceroides_calmani,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.7,8.647,0.81,3,0.217,0.6465,Error
101,,Maxilliphimedia_longipes,Invertebrate,omnivorous,benthopelagic,predator/scavenger,3.37,8.647,0.81,3,0.132,0.1778,Error
102,,Gnathiphimedia_mandibularis,Invertebrate,omnivorous,benthopelagic,predator/scavenger,3,8.647,3.7,3,0.135,0.2124,Error
103,,Echiniphimedia_hodgsoni,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.97,10.6,1.9,3,0.143,0.3044,Error
104,,Iphimediella__cyclogena,Invertebrate,omnivorous,benthopelagic,predator/scavenger,3.07,11.3,0.81,3,0.129,0.2879,Error
105,,Paraceradocus_gibber,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.75,8.647,6.4,3,0.216,0.6483,Error
106,,Liljeborgia_georgiana,Invertebrate,omnivorous,benthopelagic,predator/scavenger,3.44,8.647,0.59,3,0.133,0.6158,Error
107,,Momoculodes_scabriculosus,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2,8.647,0.47,3,0.008,0.0568,Error
108,Uristes_gigas,Uristes_gigas,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.83,8.647,0.59,3,0.197,0.6473,TRUE
109,Eurythenes_gryllus,Eurythenes_gryllus,Invertebrate,omnivorous,benthopelagic,predator/scavenger,3.4,8.5,50,3,0.125,0.4882,TRUE
110,Bathypanoploea_schellenbergi,Bathypanoploea_schellenbergi,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.88,8.647,3.7,3,0.2,0.6347,TRUE
111,Pseudorchomene_coatsi,Pseudorchomene_coatsi,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2,9.3,0.47,3,0.008,0.0568,TRUE
112,,Heterophoxus_videns,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.46,8.647,0.031,3,0.192,0.6142,Error
113,,Haplocheira_plumosa,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.06,8.647,0.031,3,0.045,0.3872,Error
114,,Oradarea_edentata,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.06,8.647,0.031,3,0.045,0.392,Error
115,,Djerboa_furcipes,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.06,4.9,0.031,3,0.045,0.392,Error
116,Rhachotropis_antarctica,Rhachotropis_antarctica,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.9,8.647,0.18,3,0.23,0.6498,TRUE
117,,Themisto_gaudichaudii,Invertebrate,carnivorous,pelagic,predator,3.68,4.88,0.12,3,0.084,0.246,Error
118,,Primno_macropa,Invertebrate,carnivorous,pelagic,predator,3.68,6.18,0.24,3,0.084,0.246,Error
119,,Notocrangon_antarcticus,Invertebrate,omnivorous,benthic,predator,2.87,8.09,0.37,3,0.173,0.5739,Error
120,,Chorismus_antarcticus,Invertebrate,omnivorous,benthic,predator,3.14,7.03,0.21,3,0.2,0.6371,Error
121,,Nematocarcinus_lanceopes,Invertebrate,omnivorous,benthic,predator,2.41,7.822,1.2,3,0.12,0.6431,Error
122,,Rhincalanus_gigas,Invertebrate,omnivorous,pelagic,predator,2.06,3.033,0.02,4,0.071,0.6434,Error
123,,Calanus_propinquus,Invertebrate,omnivorous,pelagic,predator,2.08,3.709,0.0057,4,0.071,0.6434,Error
124,,Calanoides_acutus,Invertebrate,omnivorous,pelagic,predator,2.11,3.852,0.0055,4,0.073,0.6428,Error
125,,Metridia_gerlachei,Invertebrate,omnivorous,pelagic,predator,2.1,2.78,0.0023,4,0.071,0.6434,Error
126,,Paraeuchaeta_antarctica,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.18,7,0.0081,4,0.078,0.6475,Error
127,,Eucopia_australis,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.39,5.69,4.7,4,0.112,0.646,Error
128,,Euchaetomera_antarcticus,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.39,5.84,0.084,4,0.112,0.646,Error
129,,Antarctomysis_maxima,Invertebrate,omnivorous,benthopelagic,predator/scavenger,2.39,6.36,13,4,0.112,0.646,Error
130,,Ceratoserolis_meridionalis,Invertebrate,carnivorous,benthic,predator/scavenger,3.89,10.26,15,2,0.099,0.452,Error
131,,Frontoserolis_bouvieri,Invertebrate,carnivorous,benthic,predator/scavenger,3.89,8.64,15,2,0.096,0.4971,Error
132,,Natatolana_obtusata,Invertebrate,detrivorous,benthic,deposit-feeder,2,11.5,0.031,3,0.008,0.0568,Error
133,,Natatolana_oculata,Invertebrate,detrivorous,benthic,deposit-feeder,2,11.28,0.031,3,0.008,0.0568,Error
134,,Natatolana_meridionalis,Invertebrate,detrivorous,benthic,deposit-feeder,2,6.56,0.031,3,0.008,0.0568,Error
135,,Munna_globicauda,Invertebrate,detrivorous,benthic,deposit-feeder,2,7.28,0.0052,3,0.008,0.0568,Error
136,,Serolella_bouveri,Invertebrate,carnivorous,benthic,predator/scavenger,3.89,11.8,0.1,2,0.096,0.4971,Error
137,,Serolis_polita,Invertebrate,carnivorous,benthic,predator/scavenger,3.89,7.25,0.1,2,0.096,0.4971,Error
138,,Gnathia_calva,Invertebrate,carnivorous,benthic,predator/scavenger,3.68,8.64,0.016,3,0.084,0.246,Error
139,,Glyptonotus_antarcticus,Invertebrate,carnivorous,benthic,predator/scavenger,3.83,8.23,50,3,0.145,0.4225,Error
140,,Austrosignum_grande,Invertebrate,detrivorous,benthic,deposit-feeder,2,8.64,50,3,0.053,0.0482,Error
141,,Aega_antarctica,Invertebrate,detrivorous,benthic,deposit-feeder,2,10.73,0.59,3,0.008,0.0568,Error
142,,Arcturidae,Invertebrate,detrivorous,benthic,deposit-feeder,2,8.64,1.3,3,0.008,0.0568,Error
143,,Conchoecia_hettacra,Invertebrate,carnivorous,benthic,suspension-feeder,3.42,5.04,0.00044,3,0.142,0.6184,Error
144,,Alacia_hettacra,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2.06,4.9,0.00044,3,0.045,0.3872,Error
145,,Alacia_belgicae,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2.06,4.9,0.00044,3,0.045,0.3872,Error
146,,Metaconchoecia_isocheira,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2.06,4.9,0.00044,3,0.045,0.3872,Error
147,,Boroecia_antipoda,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2.06,4.9,0.00044,3,0.045,0.3872,Error
148,,Conchoecia_antipoda,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2.34,4.76,0.00044,3,0.112,0.6459,Error
149,,Nototanais_antarcticus,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,,0.1,3,0.051,0.0759,Error
150,,Peraeospinosus_pushkini,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2.36,,0.1,3,0.176,0.4808,Error
151,,Nototanais_dimorphus,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,,0.1,3,0.052,0.0637,Error
152,,Eudorella_splendida,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.83,0.053,3,0.051,0.0759,Error
153,,Vaunthompsonia_indermis,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.83,0.053,3,0.051,0.0759,Error
154,,Camylaspis_maculata,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.83,0.053,3,0.055,0.0253,Error
155,,Diastylis_mawsoni,Invertebrate,detrivorous,benthic,deposit-feeder,2,6.83,0.053,3,0.008,0.0568,Error
156,,Ekleptostylis_debroyeri,Invertebrate,detrivorous,benthic,deposit-feeder,2,6.83,0.053,3,0.008,0.0568,Error
157,,Pentanymphon_antarcticum,Invertebrate,carnivorous,benthic,predator/scavenger,3.85,7.71,0.00034,2,0.131,0.6307,Error
158,,Ammothea_carolinensis,Invertebrate,carnivorous,benthic,predator/scavenger,3.9,7.53,0.17,2,0.131,0.6307,Error
159,,Colossendeis_scotti,Invertebrate,carnivorous,benthic,predator/scavenger,3.9,9.6,3.7,2,0.131,0.6307,Error
160,,Nymphon_gracillimum,Invertebrate,carnivorous,benthic,predator/scavenger,3.9,8.5,0.2,2,0.131,0.6307,Error
161,,Pelagobia_longicirrata,Invertebrate,omnivorous,pelagic,predator,2.12,1.8,0.0019,2,0.054,0.4664,Error
162,,Rhynchonereella_bongraini,Invertebrate,omnivorous,benthic,predator/scavenger,2.12,8.494,0.0019,2,0.054,0.4664,Error
163,,Laetmonice_producta,Invertebrate,omnivorous,benthic,predator/scavenger,3.86,9.89,110,2,0.098,0.4866,Error
164,,Harmothoe_spinosa,Invertebrate,omnivorous,benthic,predator/scavenger,3.65,9.91,6.1,2,0.121,0.4735,Error
165,,Harmothoe_crosetensis,Invertebrate,omnivorous,benthic,predator/scavenger,3.67,9.46,5.8,2,0.107,0.4376,Error
166,,Harmotoe_hartmanae,Invertebrate,omnivorous,benthic,predator/scavenger,3.68,9.46,5.8,2,0.107,0.4376,Error
167,,Polyeunoa_laevis,Invertebrate,omnivorous,benthic,predator/scavenger,3.82,8.7,15,2,0.1,0.5382,Error
168,,Barrukia_cristata,Invertebrate,omnivorous,benthic,predator/scavenger,3.57,9.6,3.9,2,0.152,0.388,Error
169,,Eulagisca_gigantea,Invertebrate,omnivorous,benthic,predator/scavenger,3.77,11.8,200,2,0.124,0.5263,Error
170,,Eunoe_spica,Invertebrate,omnivorous,benthic,predator/scavenger,3.91,10.5,4.2,2,0.117,0.5342,Error
171,,Eunoe_hartmanae,Invertebrate,omnivorous,benthic,predator/scavenger,3.76,8.494,57,2,0.121,0.5155,Error
172,,Eunoe_spica_spicoides,Invertebrate,omnivorous,benthic,predator/scavenger,3.82,8.494,7.1,2,0.105,0.5864,Error
173,,Vanadis_antarctica,Invertebrate,omnivorous,benthic,predator/scavenger,2.37,4.97,0.0039,2,0.107,0.6415,Error
174,,Pista_spinifera,Invertebrate,omnivorous,benthic,predator/scavenger,2,8.494,0.24,2,0.007,0.0356,Error
175,,Phyllocomus_crocea,Invertebrate,omnivorous,benthic,predator/scavenger,2,5.15,0.47,2,0.007,0.0356,Error
176,,Terebella_ehlersi,Invertebrate,omnivorous,benthic,predator/scavenger,2,7.234,0.24,2,0.007,0.0356,Error
177,,Eucranta_mollis,Invertebrate,omnivorous,benthic,predator/scavenger,2,8.494,4.7,2,0.008,0.0568,Error
178,,Promachocrinus_kerguelensis,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.644,98,3,0.007,0.0384,Error
179,,Anthometra_adriani,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,7.106,98,3,0.007,0.0356,Error
180,,Acodontaster_conspicuus,Invertebrate,omnivorous,benthic,predator/scavenger,3,11.013,3.3,2,0.175,0.1954,Error
181,,Acodontaster_capitatus,Invertebrate,omnivorous,benthic,predator/scavenger,3,10.85,5.4,2,0.175,0.1954,Error
182,,Acodontaster_hodgsoni,Invertebrate,omnivorous,benthic,predator/scavenger,3,10.415,3.9,2,0.175,0.1954,Error
183,,Bathybiaster_loripes,Invertebrate,omnivorous,benthic,predator/scavenger,2.67,9.8,7.9,2,0.181,0.558,Error
184,,Cuenotaster_involutus,Invertebrate,omnivorous,benthic,predator/scavenger,2,11.833,17,2,0.008,0.0239,Error
185,,Diplasterias_brucei,Invertebrate,omnivorous,benthic,predator/scavenger,3.84,11.01,2.8,2,0.163,0.3803,Error
186,,Luidiaster_gerlachei,Invertebrate,omnivorous,benthic,predator/scavenger,3.77,8.75,0.11,2,0.136,0.4349,Error
187,,Labidiaster_annulatus,Invertebrate,omnivorous,benthic,predator/scavenger,3.9,9.421,86,2,0.126,0.4329,Error
188,,Lophaster_gaini,Invertebrate,omnivorous,benthic,predator/scavenger,3,11.01,5.3,2,0.142,0.2467,Error
189,,Notasterias_armata,Invertebrate,omnivorous,benthic,predator/scavenger,3,11.01,1.1,2,0.142,0.2467,Error
190,,Solaster_dawsoni,Invertebrate,omnivorous,benthic,predator/scavenger,3.69,11.01,0.75,2,0.162,0.4825,Error
191,,Odontaster_meridionalis,Invertebrate,omnivorous,benthic,predator/scavenger,2.97,11.01,0.084,2,0.143,0.3044,Error
192,,Odontaster_validus,Invertebrate,omnivorous,benthic,predator/scavenger,3.29,11.01,0.57,2,0.176,0.6206,Error
193,,Kampylaster_incurvatus,Invertebrate,omnivorous,benthic,predator/scavenger,2,8.823,0.061,2,0.008,0.0568,Error
194,,Cycethra_verrucosa_mawsoni,Invertebrate,omnivorous,benthic,predator/scavenger,2,14.775,0.57,2,0.008,0.0568,Error
195,,Notasterias_stylophora,Invertebrate,omnivorous,benthic,predator/scavenger,3,11.17,1.9,2,0.142,0.2467,Error
196,,Notioceramus_anomalus,Invertebrate,omnivorous,benthic,predator/scavenger,2,14.371,0.46,2,0.008,0.0568,Error
197,,Perknaster_sladeni,Invertebrate,omnivorous,benthic,predator/scavenger,2,10.08,0.35,2,0.008,0.0568,Error
198,,Pteraster_affinis_aculeatus,Invertebrate,omnivorous,benthic,predator/scavenger,3,11.01,0.31,2,0.142,0.2467,Error
199,,Perknaster_densus,Invertebrate,omnivorous,benthic,predator/scavenger,2,13.327,0.78,2,0.008,0.0568,Error
200,,Perknaster_fuscus_antarcticus,Invertebrate,omnivorous,benthic,predator/scavenger,2.67,11.01,9.8,2,0.143,0.4239,Error
201,,Macroptychaster_accrescens,Invertebrate,omnivorous,benthic,predator/scavenger,3.8,10.097,15,2,0.148,0.2856,Error
202,,Lysasterias_perrieri,Invertebrate,omnivorous,benthic,predator/scavenger,3.47,10.86,3.9,2,0.158,0.4234,Error
